mode,accuracy,balanced_accuracy,f1_macro,mcc,roc_auc,pr_auc,avg_ns,avg_ts,nodes,leaves,depth,train_ms,infer_ms,dataset,fold
classic,0.94,0.7035330261136713,0.7340425531914894,0.4765501107803123,0.76036866359447,0.4228571428571428,0.0,0.0,87,44,21,5398.222923278809,11.78884506225586,pc1,2
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0525062837517563,0.4805929087010723,1,1,1,14422.649383544922,4.00090217590332,pc1,2
classic,0.91,0.5552995391705069,0.5670995670995671,0.1440046082211958,0.7980030721966207,0.2508123249299719,0.0,0.0,77,39,21,5551.052808761597,12.34722137451172,pc1,3
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0365664592467922,0.9380157479608656,1,1,1,14068.659782409668,4.411220550537109,pc1,3
classic,0.96,0.7142857142857143,0.7894736842105263,0.6410135567759428,0.6835637480798772,0.4685714285714285,0.0,0.0,83,42,21,5513.944149017334,11.647224426269531,pc1,4
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1460965214716929,0.3453605422493696,1,1,1,13943.874835968018,4.124879837036133,pc1,4
classic,0.93,0.7642089093701997,0.7477477477477478,0.4969687047910646,0.8940092165898618,0.4275824175824175,0.0,0.0,79,40,21,5019.092082977295,10.97393035888672,pc1,5
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1457339223426973,0.5743019272984445,1,1,1,14066.688776016235,4.322528839111328,pc1,5
classic,0.89,0.6766513056835637,0.646415943426551,0.3004803573066879,0.7188940092165899,0.1646938775510204,0.0,0.0,83,42,21,5491.356134414673,11.720418930053713,pc1,6
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1365071599187963,0.3313783643419563,1,1,1,14081.61211013794,4.480838775634766,pc1,6
classic,0.93,0.5660522273425499,0.5927865037812682,0.2407575533699548,0.6682027649769585,0.3257142857142857,0.0,0.0,71,36,21,4929.920673370361,11.48056983947754,pc1,7
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1212998838164248,0.0004902956147787,1,1,1,14064.086437225342,4.051685333251953,pc1,7
classic,0.9,0.5499231950844854,0.5567375886524822,0.1168896498140388,0.8225806451612903,0.21,0.0,0.0,59,30,21,5467.338562011719,12.547731399536133,pc1,8
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1624536340732136,0.4277597459385154,1,1,1,14075.615406036375,3.924369812011719,pc1,8
classic,0.91,0.489247311827957,0.4764397905759162,-0.039193090083481,0.7119815668202765,0.1609523809523809,0.0,0.0,93,47,21,5609.367609024048,13.709068298339844,pc1,9
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1366142652649284,0.708305725714639,1,1,1,13946.346521377563,5.158424377441406,pc1,9
classic,0.95,0.6613475177304965,0.7091332169866201,0.4492471612253934,0.9202127659574468,0.3703703703703703,0.0,0.0,75,38,21,5662.024259567261,12.998104095458984,pc1,10
metacog,0.94,0.5,0.4845360824742268,0.0,0.5,0.06,0.2104086256723058,0.3975090107752074,1,1,1,14118.155002593994,2.053260803222656,pc1,10
