theta_accept,theta_reject,gamma,utility,mean_mcc,mean_accuracy,mean_nodes,mean_depth,mean_cr,stump_count,mean_train_ms
0.15,0.1,0.3,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,11628.653359413147
0.15,0.12,0.2,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,11784.363043308258
0.2,0.1,0.3,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10976.110446453094
0.2,0.12,0.2,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10692.311263084412
0.25,0.1,0.3,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10293.771088123322
0.25,0.12,0.2,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10294.723188877106
0.4,0.1,0.3,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10425.37888288498
0.4,0.12,0.2,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10133.24465751648
0.3,0.12,0.2,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10697.176659107208
0.3,0.1,0.3,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10332.495331764221
0.35,0.1,0.3,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10912.996447086334
0.35,0.12,0.2,-0.4118522688539382,0.15691731700575184,0.5623845029239767,2.0,1.5,0.05615207070154971,2,10966.693127155304
0.15,0.1,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9879.315960407257
0.15,0.12,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,10047.951781749725
0.15,0.12,0.3,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9917.563140392303
0.15,0.1,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9831.100940704346
0.25,0.12,0.3,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8712.22538948059
0.25,0.1,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8635.969018936157
0.25,0.1,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8688.627409934998
0.25,0.07,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8993.448114395142
0.2,0.12,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9308.055257797241
0.2,0.12,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9394.053280353546
0.2,0.12,0.3,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9288.610708713531
0.2,0.1,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9247.635781764984
0.2,0.1,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9277.850270271301
0.2,0.07,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9690.956556797028
0.15,0.07,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9902.344739437103
0.15,0.12,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,10024.045884609222
0.3,0.12,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9192.591381072998
0.25,0.12,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9271.286034584045
0.25,0.12,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9190.841805934906
0.3,0.07,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8707.384371757507
0.3,0.1,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9131.089532375336
0.3,0.12,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9016.495656967163
0.3,0.12,0.3,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9109.989655017853
0.3,0.1,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8709.697830677032
0.35,0.1,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9336.804950237274
0.35,0.07,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8986.853420734406
0.35,0.12,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8797.268640995026
0.35,0.1,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9298.990213871002
0.35,0.12,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8900.570273399353
0.35,0.12,0.3,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9268.866443634033
0.4,0.1,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8782.51621723175
0.4,0.07,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,9355.671858787537
0.4,0.1,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8769.622492790222
0.4,0.12,0.3,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8579.866480827332
0.4,0.12,0.4,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8653.634536266327
0.4,0.12,0.5,-0.45539626756628093,0.11423911915920999,0.5474722222222222,1.8,1.4,0.05182306637254539,2,8497.433066368103
