theta_accept,theta_reject,gamma,utility,mean_mcc,mean_accuracy,mean_nodes,mean_depth,mean_cr,stump_count,mean_train_ms
0.15,0.01,0.2,0.17982153779678314,0.485727167824004,0.7200906432748538,5.3,2.9,0.19096365314258407,1,20518.20615530014
0.2,0.01,0.2,0.17982153779678314,0.485727167824004,0.7200906432748538,5.3,2.9,0.19096365314258407,1,19696.11715078354
0.2,0.01,0.3,0.1794127070527112,0.485727167824004,0.7200906432748538,4.8,2.7,0.1889194994222243,1,18979.95858192444
0.35,0.01,0.3,0.1794127070527112,0.485727167824004,0.7200906432748538,4.8,2.7,0.1889194994222243,1,16822.73417711258
0.4,0.01,0.3,0.1794127070527112,0.485727167824004,0.7200906432748538,4.8,2.7,0.1889194994222243,1,16468.3411359787
0.25,0.01,0.3,0.1794127070527112,0.485727167824004,0.7200906432748538,4.8,2.7,0.1889194994222243,1,17429.22488451004
0.3,0.01,0.3,0.1794127070527112,0.485727167824004,0.7200906432748538,4.8,2.7,0.1889194994222243,1,16973.716139793396
0.15,0.01,0.3,0.1794127070527112,0.485727167824004,0.7200906432748538,4.8,2.7,0.1889194994222243,1,17396.474540233612
0.3,0.01,0.1,0.17875980488438328,0.4836842411258314,0.7198406432748538,6.5,3.4,0.1958696220714475,1,17958.955454826355
0.35,0.01,0.1,0.17875980488438328,0.4836842411258314,0.7198406432748538,6.5,3.4,0.1958696220714475,1,19771.56755924225
0.25,0.01,0.1,0.17875980488438328,0.4836842411258314,0.7198406432748538,6.5,3.4,0.1958696220714475,1,19202.327859401703
0.15,0.01,0.1,0.17875980488438328,0.4836842411258314,0.7198406432748538,6.5,3.4,0.1958696220714475,1,21056.50362968445
0.2,0.01,0.1,0.17875980488438328,0.4836842411258314,0.7198406432748538,6.5,3.4,0.1958696220714475,1,19413.67679834366
0.4,0.01,0.1,0.17875980488438328,0.4836842411258314,0.7198406432748538,6.5,3.4,0.1958696220714475,1,17676.37459039688
0.15,0.01,0.4,0.1436803644757233,0.44343744819783576,0.6950906432748538,4.4,2.55,0.15613261417632265,1,17547.325015068054
0.25,0.01,0.4,0.1436803644757233,0.44343744819783576,0.6950906432748538,4.4,2.55,0.15613261417632265,1,17611.33940219879
0.3,0.01,0.4,0.1436803644757233,0.44343744819783576,0.6950906432748538,4.4,2.55,0.15613261417632265,1,16884.88255739212
0.35,0.01,0.4,0.1436803644757233,0.44343744819783576,0.6950906432748538,4.4,2.55,0.15613261417632265,1,16866.64650440216
0.4,0.01,0.4,0.1436803644757233,0.44343744819783576,0.6950906432748538,4.4,2.55,0.15613261417632265,1,16434.59436893463
0.2,0.01,0.4,0.1436803644757233,0.44343744819783576,0.6950906432748538,4.4,2.55,0.15613261417632265,1,19081.317627429962
0.25,0.01,0.5,0.08974593824621507,0.3934374481978358,0.6645350877192983,4.1,2.45,0.13154245024189642,1,17207.39780664444
0.2,0.01,0.5,0.08974593824621507,0.3934374481978358,0.6645350877192983,4.1,2.45,0.13154245024189642,1,17853.605568408966
0.15,0.01,0.5,0.08974593824621507,0.3934374481978358,0.6645350877192983,4.1,2.45,0.13154245024189642,1,17097.55653142929
0.4,0.01,0.5,0.08974593824621507,0.3934374481978358,0.6645350877192983,4.1,2.45,0.13154245024189642,1,16513.614451885223
0.35,0.01,0.5,0.08974593824621507,0.3934374481978358,0.6645350877192983,4.1,2.45,0.13154245024189642,1,16499.538135528564
0.3,0.01,0.5,0.08974593824621507,0.3934374481978358,0.6645350877192983,4.1,2.45,0.13154245024189642,1,16447.583997249603
