mode,accuracy,balanced_accuracy,f1_macro,mcc,roc_auc,pr_auc,avg_ns,avg_ts,nodes,leaves,depth,train_ms,infer_ms,dataset,fold,theta_accept,theta_reject,gamma
metacog,0.805,0.5913325804630153,0.6010434248887525,0.3371846188159856,0.7637634105025409,0.46100790513833995,0.4402523890379214,0.8766580354991211,7,4,4,13025.514602661133,5.38945198059082,adult,1,0.15,0.03,0.3
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5177485492624431,1.0,3,2,2,6431.153297424316,4.5566558837890625,adult,2,0.15,0.03,0.3
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.5760869565217391,0.3471739130434783,0.5289958634037956,0.9989156713474379,3,2,2,6589.747428894043,6.287574768066406,adult,3,0.15,0.03,0.3
metacog,0.795,0.5543478260869565,0.5392999606719479,0.29298753307495307,0.5543478260869565,0.31369565217391304,0.5123123594125598,1.0,3,2,2,6525.517702102661,4.557371139526367,adult,4,0.15,0.03,0.3
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9973710865078222,1,1,1,267.1353816986084,0.3864765167236328,iris,0,0.15,0.03,0.4
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9970757773947009,1,1,1,268.1465148925781,0.3638267517089844,iris,1,0.15,0.03,0.4
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9977269338811082,1,1,1,268.6154842376709,0.3809928894042969,iris,2,0.15,0.03,0.4
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9961780853484691,1,1,1,244.66228485107422,0.3921985626220703,iris,3,0.15,0.03,0.4
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,0.8413882683090157,0.9971051500737994,1,1,1,294.30627822875977,0.39887428283691406,iris,4,0.15,0.03,0.4
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.05448551404923955,0.8356166464548431,1,1,1,1979.193925857544,0.47087669372558594,wine,0,0.15,0.03,0.4
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.10808918016984967,0.9836413568501193,1,1,1,1868.537187576294,0.4220008850097656,wine,1,0.15,0.03,0.4
metacog,0.6111111111111112,0.6,0.5185185185185185,0.5167423893288018,0.7494949494949495,,0.3774030947679678,0.9761711209664234,5,3,3,3902.078151702881,0.5524158477783203,wine,2,0.15,0.03,0.4
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.08826130698690134,0.9716808402437557,1,1,1,1857.788324356079,0.44274330139160156,wine,3,0.15,0.03,0.4
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.06047926749204607,0.8796421389376234,1,1,1,1832.2925567626953,0.40340423583984375,wine,4,0.15,0.03,0.4
metacog,0.9473684210526315,0.9487012987012987,0.9449275362318841,0.8904905361044291,0.9512987012987013,0.9514896867838044,0.2128605955282232,0.9904241124341877,5,3,3,57434.99541282654,1.4748573303222656,breast_cancer,0,0.15,0.03,0.4
metacog,0.9824561403508771,0.9772727272727273,0.981329839502129,0.9633432944855655,0.9772727272727273,0.9722222222222222,0.2972640601417964,0.9858737888548949,5,3,3,58304.940938949585,1.4424324035644531,breast_cancer,1,0.15,0.03,0.4
metacog,0.631578947368421,0.5,0.3870967741935484,0.0,0.5,0.631578947368421,0.0971257789267817,0.9978297494359547,1,1,1,22257.69853591919,1.1889934539794922,breast_cancer,2,0.15,0.03,0.4
metacog,0.8421052631578947,0.7956349206349207,0.8144665461121157,0.662595343916706,0.7982804232804233,0.8102115937789479,0.4125268785528514,0.9654808723040684,5,3,3,57341.63022041321,1.4348030090332031,breast_cancer,3,0.15,0.03,0.4
metacog,0.9298245614035088,0.9047619047619048,0.9210526315789473,0.8535639569308375,0.9047619047619048,0.9,0.32420614859132296,0.9799090550488756,5,3,3,56738.635540008545,1.5037059783935547,breast_cancer,4,0.15,0.03,0.4
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5541350673001662,1.0,3,2,2,7037.167072296143,4.627704620361328,adult,0,0.15,0.03,0.4
metacog,0.805,0.5913325804630153,0.6010434248887525,0.3371846188159856,0.7637634105025409,0.46100790513833995,0.4402523890379214,0.8766580354991211,7,4,4,13308.985710144043,5.095958709716797,adult,1,0.15,0.03,0.4
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5177485492624431,1.0,3,2,2,6749.822616577148,4.55021858215332,adult,2,0.15,0.03,0.4
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.5760869565217391,0.3471739130434783,0.5289958634037956,0.9989156713474379,3,2,2,6698.376417160034,4.557132720947266,adult,3,0.15,0.03,0.4
metacog,0.795,0.5543478260869565,0.5392999606719479,0.29298753307495307,0.5543478260869565,0.31369565217391304,0.5123123594125598,1.0,3,2,2,6896.439790725708,5.547761917114258,adult,4,0.15,0.03,0.4
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9973710865078222,1,1,1,256.488561630249,0.36716461181640625,iris,0,0.15,0.03,0.5
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9970757773947009,1,1,1,268.2023048400879,0.3745555877685547,iris,1,0.15,0.03,0.5
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9977269338811082,1,1,1,270.07508277893066,0.6916522979736328,iris,2,0.15,0.03,0.5
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9961780853484691,1,1,1,246.39391899108887,0.37598609924316406,iris,3,0.15,0.03,0.5
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,0.8413882683090157,0.9971051500737994,1,1,1,292.61326789855957,0.6983280181884766,iris,4,0.15,0.03,0.5
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.05448551404923955,0.8356166464548431,1,1,1,1979.6710014343262,0.4210472106933594,wine,0,0.15,0.03,0.5
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.10808918016984967,0.9836413568501193,1,1,1,1872.7760314941406,0.43129920959472656,wine,1,0.15,0.03,0.5
metacog,0.6111111111111112,0.6,0.5185185185185185,0.5167423893288018,0.7494949494949495,,0.3774030947679678,0.9761711209664234,5,3,3,3945.1143741607666,0.5419254302978516,wine,2,0.15,0.03,0.5
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.08826130698690134,0.9716808402437557,1,1,1,1845.780611038208,0.43845176696777344,wine,3,0.15,0.03,0.5
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.06047926749204607,0.8796421389376234,1,1,1,1815.1636123657227,0.6918907165527344,wine,4,0.15,0.03,0.5
metacog,0.6140350877192983,0.5,0.3804347826086957,0.0,0.5,0.6140350877192983,0.16888261642988234,0.996438889669009,1,1,1,20518.263578414917,1.169443130493164,breast_cancer,0,0.15,0.03,0.5
metacog,0.9824561403508771,0.9772727272727273,0.981329839502129,0.9633432944855655,0.9772727272727273,0.9722222222222222,0.2972640601417964,0.9858737888548949,5,3,3,58570.711851119995,1.434326171875,breast_cancer,1,0.15,0.03,0.5
metacog,0.631578947368421,0.5,0.3870967741935484,0.0,0.5,0.631578947368421,0.0971257789267817,0.9978297494359547,1,1,1,22220.006704330444,1.207590103149414,breast_cancer,2,0.15,0.03,0.5
metacog,0.8421052631578947,0.7956349206349207,0.8144665461121157,0.662595343916706,0.7982804232804233,0.8102115937789479,0.4125268785528514,0.9654808723040684,5,3,3,57280.64465522766,2.117633819580078,breast_cancer,3,0.15,0.03,0.5
metacog,0.9298245614035088,0.9047619047619048,0.9210526315789473,0.8535639569308375,0.9047619047619048,0.9,0.32420614859132296,0.9799090550488756,5,3,3,56890.751123428345,3.002643585205078,breast_cancer,4,0.15,0.03,0.5
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5541350673001662,1.0,3,2,2,7183.99453163147,4.4002532958984375,adult,0,0.15,0.03,0.5
metacog,0.805,0.5913325804630153,0.6010434248887525,0.3371846188159856,0.7637634105025409,0.46100790513833995,0.4402523890379214,0.8766580354991211,7,4,4,13863.11936378479,9.299278259277344,adult,1,0.15,0.03,0.5
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5177485492624431,1.0,3,2,2,6997.4188804626465,9.207725524902344,adult,2,0.15,0.03,0.5
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.5760869565217391,0.3471739130434783,0.5289958634037956,0.9989156713474379,3,2,2,7189.07904624939,5.022764205932617,adult,3,0.15,0.03,0.5
metacog,0.795,0.5543478260869565,0.5392999606719479,0.29298753307495307,0.5543478260869565,0.31369565217391304,0.5123123594125598,1.0,3,2,2,6961.664915084839,4.485368728637695,adult,4,0.15,0.03,0.5
metacog,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.6123724356957945,0.8333333333333334,,0.5087148216635994,0.9931689782126119,3,2,2,456.9742679595947,0.4642009735107422,iris,0,0.15,0.05,0.0
metacog,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.6123724356957945,0.8333333333333334,,0.5053783704402405,0.9846235543341044,3,2,2,467.75269508361816,0.45800209045410156,iris,1,0.15,0.05,0.0
metacog,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.6123724356957945,0.8333333333333334,,0.5003001606412475,0.9925327311980254,3,2,2,534.0967178344727,0.7374286651611328,iris,2,0.15,0.05,0.0
metacog,0.6666666666666666,0.6666666666666666,0.5555555555555555,0.6123724356957945,0.8333333333333334,,0.5053783704402405,0.9923855873540359,3,2,2,467.10968017578125,0.47135353088378906,iris,3,0.15,0.05,0.0
metacog,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8,0.9166666666666666,,0.4295544454919649,0.9728009417627567,5,3,3,682.4064254760742,0.4811286926269531,iris,4,0.15,0.05,0.0
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.05448551404923955,0.8356166464548431,1,1,1,1880.6653022766113,0.41961669921875,wine,0,0.15,0.05,0.0
metacog,0.9444444444444444,0.9523809523809524,0.9440559440559441,0.9209401941068135,0.9810855810855811,,0.09676720274524803,0.992956148927088,7,4,4,6890.05970954895,0.5981922149658203,wine,1,0.15,0.05,0.0
metacog,0.6111111111111112,0.6,0.5185185185185185,0.5167423893288018,0.7494949494949495,,0.3774030947679678,0.9761711209664234,5,3,3,3887.1665000915527,0.5564689636230469,wine,2,0.15,0.05,0.0
metacog,0.6666666666666666,0.6666666666666666,0.5666666666666667,0.5995445191824106,0.8387445887445887,,0.28708262043670824,0.9870125191045439,5,3,3,3948.162794113159,0.5333423614501953,wine,3,0.15,0.05,0.0
metacog,0.8888888888888888,0.9047619047619048,0.8885003885003885,0.8457943925233645,0.9235070485070486,,0.24828160209775718,0.9703026118717079,7,4,3,5518.709659576416,0.5564689636230469,wine,4,0.15,0.05,0.0
metacog,0.9473684210526315,0.9487012987012987,0.9449275362318841,0.8904905361044291,0.9512987012987013,0.9514896867838044,0.21358133163914025,0.9888872175996579,5,3,3,59040.51685333252,2.9897689819335938,breast_cancer,0,0.15,0.05,0.0
metacog,0.9824561403508771,0.9772727272727273,0.981329839502129,0.9633432944855655,0.9772727272727273,0.9722222222222222,0.2977781401192274,0.9858737888548949,5,3,3,58403.449296951294,1.4576911926269531,breast_cancer,1,0.15,0.05,0.0
metacog,0.9298245614035088,0.9146825396825397,0.922972972972973,0.8486684247915055,0.9034391534391535,0.9130116959064327,0.2798662637828419,0.9830167275941617,5,3,3,58594.68388557434,3.0012130737304688,breast_cancer,2,0.15,0.05,0.0
metacog,0.8421052631578947,0.7956349206349207,0.8144665461121157,0.662595343916706,0.7982804232804233,0.8102115937789479,0.4142019566762563,0.9709976809823655,5,3,3,58233.901023864746,1.5308856964111328,breast_cancer,3,0.15,0.05,0.0
metacog,0.9298245614035088,0.9047619047619048,0.9210526315789473,0.8535639569308375,0.9047619047619048,0.9,0.3303387131174819,0.959075996239208,5,3,3,55350.024461746216,2.785205841064453,breast_cancer,4,0.15,0.05,0.0
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.8526962168266516,0.5659558744201101,0.21656486078295398,0.8518420713817623,13,7,6,16764.176845550537,5.828380584716797,adult,0,0.15,0.05,0.0
metacog,0.805,0.5913325804630153,0.6010434248887525,0.3371846188159856,0.7637634105025409,0.46100790513833995,0.44062217910693524,0.8797266491742846,7,4,4,13047.633171081543,8.661746978759766,adult,1,0.15,0.05,0.0
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5177485492624431,1.0,3,2,2,6156.0468673706055,4.096031188964844,adult,2,0.15,0.05,0.0
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.5760869565217391,0.3471739130434783,0.5289958634037956,1.0,3,2,2,6086.7719650268555,4.280567169189453,adult,3,0.15,0.05,0.0
metacog,0.795,0.5543478260869565,0.5392999606719479,0.29298753307495307,0.5543478260869565,0.31369565217391304,0.5123123594125598,1.0,3,2,2,5992.983818054199,4.637002944946289,adult,4,0.15,0.05,0.0
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9973710865078222,1,1,1,259.2310905456543,0.3597736358642578,iris,0,0.15,0.05,0.1
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9970757773947009,1,1,1,263.62085342407227,0.7522106170654297,iris,1,0.15,0.05,0.1
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9977269338811082,1,1,1,261.89637184143066,0.6623268127441406,iris,2,0.15,0.05,0.1
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9961780853484691,1,1,1,257.5061321258545,0.38552284240722656,iris,3,0.15,0.05,0.1
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,0.8413882683090157,0.9971051500737994,1,1,1,288.1593704223633,0.7216930389404297,iris,4,0.15,0.05,0.1
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.05448551404923955,0.8356166464548431,1,1,1,1972.8574752807617,0.7200241088867188,wine,0,0.15,0.05,0.1
metacog,0.6111111111111112,0.6190476190476191,0.5135566188197767,0.4785101489172643,0.7938561438561439,,0.1166620945266864,0.9923821235256528,5,3,3,5301.861524581909,0.583648681640625,wine,1,0.15,0.05,0.1
metacog,0.6111111111111112,0.6,0.5185185185185185,0.5167423893288018,0.7494949494949495,,0.3774030947679678,0.9761711209664234,5,3,3,3822.758913040161,0.5006790161132812,wine,2,0.15,0.05,0.1
metacog,0.6666666666666666,0.6666666666666666,0.5666666666666667,0.5995445191824106,0.8387445887445887,,0.28708262043670824,0.9870125191045439,5,3,3,3811.3718032836914,0.4954338073730469,wine,3,0.15,0.05,0.1
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.06047926749204607,0.8796421389376234,1,1,1,1888.892650604248,0.4394054412841797,wine,4,0.15,0.05,0.1
metacog,0.9473684210526315,0.9487012987012987,0.9449275362318841,0.8904905361044291,0.9512987012987013,0.9514896867838044,0.2128605955282232,0.9904241124341877,5,3,3,57766.74795150757,1.5819072723388672,breast_cancer,0,0.15,0.05,0.1
metacog,0.9824561403508771,0.9772727272727273,0.981329839502129,0.9633432944855655,0.9772727272727273,0.9722222222222222,0.2972640601417964,0.9858737888548949,5,3,3,57661.18836402893,1.4350414276123047,breast_cancer,1,0.15,0.05,0.1
metacog,0.9298245614035088,0.9146825396825397,0.922972972972973,0.8486684247915055,0.9034391534391535,0.9130116959064327,0.2784189762127132,0.9902492992693803,5,3,3,57782.570123672485,3.0984878540039062,breast_cancer,2,0.15,0.05,0.1
metacog,0.8421052631578947,0.7956349206349207,0.8144665461121157,0.662595343916706,0.7982804232804233,0.8102115937789479,0.4125268785528514,0.9654808723040684,5,3,3,57003.56841087341,3.206014633178711,breast_cancer,3,0.15,0.05,0.1
metacog,0.9298245614035088,0.9047619047619048,0.9210526315789473,0.8535639569308375,0.9047619047619048,0.9,0.32420614859132296,0.9799090550488756,5,3,3,54926.33390426636,1.4452934265136719,breast_cancer,4,0.15,0.05,0.1
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.8462732919254659,0.5539805097451275,0.35224414805819054,0.8131964404977765,7,4,4,10949.029445648193,4.950523376464844,adult,0,0.15,0.05,0.1
metacog,0.805,0.5913325804630153,0.6010434248887525,0.3371846188159856,0.7637634105025409,0.46100790513833995,0.4402523890379214,0.8766580354991211,7,4,4,12739.397525787354,10.871171951293945,adult,1,0.15,0.05,0.1
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5177485492624431,1.0,3,2,2,6341.800928115845,4.340171813964844,adult,2,0.15,0.05,0.1
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.5760869565217391,0.3471739130434783,0.5289958634037956,0.9989156713474379,3,2,2,6755.172967910767,8.461475372314453,adult,3,0.15,0.05,0.1
metacog,0.795,0.5543478260869565,0.5392999606719479,0.29298753307495307,0.5543478260869565,0.31369565217391304,0.5123123594125598,1.0,3,2,2,6265.87176322937,5.757570266723633,adult,4,0.15,0.05,0.1
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9973710865078222,1,1,1,317.8067207336426,0.48279762268066406,iris,0,0.15,0.05,0.15
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9970757773947009,1,1,1,243.41297149658203,0.5095005035400391,iris,1,0.15,0.05,0.15
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9977269338811082,1,1,1,258.99815559387207,0.3561973571777344,iris,2,0.15,0.05,0.15
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9961780853484691,1,1,1,269.27661895751953,0.3466606140136719,iris,3,0.15,0.05,0.15
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,0.8413882683090157,0.9971051500737994,1,1,1,332.05485343933105,0.6470680236816406,iris,4,0.15,0.05,0.15
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.05448551404923955,0.8356166464548431,1,1,1,2103.525400161743,0.78582763671875,wine,0,0.15,0.05,0.15
metacog,0.6111111111111112,0.6190476190476191,0.5135566188197767,0.4785101489172643,0.7938561438561439,,0.1166620945266864,0.9923821235256528,5,3,3,5658.878803253174,0.6098747253417969,wine,1,0.15,0.05,0.15
metacog,0.6111111111111112,0.6,0.5185185185185185,0.5167423893288018,0.7494949494949495,,0.3774030947679678,0.9761711209664234,5,3,3,4230.875015258789,0.5047321319580078,wine,2,0.15,0.05,0.15
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.08826130698690134,0.9716808402437557,1,1,1,2010.521650314331,0.4279613494873047,wine,3,0.15,0.05,0.15
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.06047926749204607,0.8796421389376234,1,1,1,2008.0013275146484,0.47469139099121094,wine,4,0.15,0.05,0.15
metacog,0.9473684210526315,0.9487012987012987,0.9449275362318841,0.8904905361044291,0.9512987012987013,0.9514896867838044,0.2128605955282232,0.9904241124341877,5,3,3,57685.373067855835,2.060413360595703,breast_cancer,0,0.15,0.05,0.15
metacog,0.9824561403508771,0.9772727272727273,0.981329839502129,0.9633432944855655,0.9772727272727273,0.9722222222222222,0.2972640601417964,0.9858737888548949,5,3,3,57900.89130401611,3.039121627807617,breast_cancer,1,0.15,0.05,0.15
metacog,0.9298245614035088,0.9146825396825397,0.922972972972973,0.8486684247915055,0.9034391534391535,0.9130116959064327,0.2784189762127132,0.9902492992693803,5,3,3,58573.62389564514,2.08282470703125,breast_cancer,2,0.15,0.05,0.15
metacog,0.8421052631578947,0.7956349206349207,0.8144665461121157,0.662595343916706,0.7982804232804233,0.8102115937789479,0.4125268785528514,0.9654808723040684,5,3,3,57244.89641189575,1.5254020690917969,breast_cancer,3,0.15,0.05,0.15
metacog,0.9298245614035088,0.9047619047619048,0.9210526315789473,0.8535639569308375,0.9047619047619048,0.9,0.32420614859132296,0.9799090550488756,5,3,3,55322.365045547485,1.516103744506836,breast_cancer,4,0.15,0.05,0.15
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.8462732919254659,0.5539805097451275,0.35224414805819054,0.8131964404977765,7,4,4,10858.161211013794,7.192134857177734,adult,0,0.15,0.05,0.15
metacog,0.805,0.5913325804630153,0.6010434248887525,0.3371846188159856,0.7637634105025409,0.46100790513833995,0.4402523890379214,0.8766580354991211,7,4,4,11926.436424255371,5.695343017578125,adult,1,0.15,0.05,0.15
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5177485492624431,1.0,3,2,2,5999.80902671814,4.598140716552734,adult,2,0.15,0.05,0.15
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.5760869565217391,0.3471739130434783,0.5289958634037956,0.9989156713474379,3,2,2,6025.596857070923,4.701375961303711,adult,3,0.15,0.05,0.15
metacog,0.795,0.5543478260869565,0.5392999606719479,0.29298753307495307,0.5543478260869565,0.31369565217391304,0.5123123594125598,1.0,3,2,2,6019.868850708008,5.029916763305664,adult,4,0.15,0.05,0.15
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9973710865078222,1,1,1,279.5217037200928,0.3695487976074219,iris,0,0.15,0.05,0.2
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9970757773947009,1,1,1,239.4404411315918,0.36072731018066406,iris,1,0.15,0.05,0.2
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9977269338811082,1,1,1,259.24110412597656,0.6504058837890625,iris,2,0.15,0.05,0.2
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9961780853484691,1,1,1,288.07687759399414,0.36907196044921875,iris,3,0.15,0.05,0.2
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,0.8413882683090157,0.9971051500737994,1,1,1,348.3607769012451,0.6737709045410156,iris,4,0.15,0.05,0.2
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.05448551404923955,0.8356166464548431,1,1,1,2111.823558807373,0.8044242858886719,wine,0,0.15,0.05,0.2
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.10808918016984967,0.9836413568501193,1,1,1,1969.7129726409912,0.4286766052246094,wine,1,0.15,0.05,0.2
metacog,0.6111111111111112,0.6,0.5185185185185185,0.5167423893288018,0.7494949494949495,,0.3774030947679678,0.9761711209664234,5,3,3,4256.170272827148,0.5233287811279297,wine,2,0.15,0.05,0.2
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.08826130698690134,0.9716808402437557,1,1,1,2008.803129196167,0.4258155822753906,wine,3,0.15,0.05,0.2
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.06047926749204607,0.8796421389376234,1,1,1,2056.6017627716064,0.6709098815917969,wine,4,0.15,0.05,0.2
metacog,0.9473684210526315,0.9487012987012987,0.9449275362318841,0.8904905361044291,0.9512987012987013,0.9514896867838044,0.2128605955282232,0.9904241124341877,5,3,3,57966.556787490845,3.1690597534179688,breast_cancer,0,0.15,0.05,0.2
metacog,0.9824561403508771,0.9772727272727273,0.981329839502129,0.9633432944855655,0.9772727272727273,0.9722222222222222,0.2972640601417964,0.9858737888548949,5,3,3,58497.34354019165,3.0303001403808594,breast_cancer,1,0.15,0.05,0.2
metacog,0.631578947368421,0.5,0.3870967741935484,0.0,0.5,0.631578947368421,0.0971257789267817,0.9978297494359547,1,1,1,22497.64060974121,1.2238025665283203,breast_cancer,2,0.15,0.05,0.2
metacog,0.8421052631578947,0.7956349206349207,0.8144665461121157,0.662595343916706,0.7982804232804233,0.8102115937789479,0.4125268785528514,0.9654808723040684,5,3,3,58282.98354148865,1.4350414276123047,breast_cancer,3,0.15,0.05,0.2
metacog,0.9298245614035088,0.9047619047619048,0.9210526315789473,0.8535639569308375,0.9047619047619048,0.9,0.32420614859132296,0.9799090550488756,5,3,3,56819.89645957947,2.8562545776367188,breast_cancer,4,0.15,0.05,0.2
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.8462732919254659,0.5539805097451275,0.35224414805819054,0.8131964404977765,7,4,4,11558.168649673462,5.938529968261719,adult,0,0.15,0.05,0.2
metacog,0.805,0.5913325804630153,0.6010434248887525,0.3371846188159856,0.7637634105025409,0.46100790513833995,0.4402523890379214,0.8766580354991211,7,4,4,13536.865711212158,5.492210388183594,adult,1,0.15,0.05,0.2
metacog,0.8,0.5652173913043478,0.5579133510167993,0.32177789389368455,0.5652173913043478,0.33043478260869563,0.5177485492624431,1.0,3,2,2,6804.720878601074,4.299402236938477,adult,2,0.15,0.05,0.2
metacog,0.805,0.5760869565217391,0.5758795062802458,0.34845909958918564,0.5760869565217391,0.3471739130434783,0.5289958634037956,0.9989156713474379,3,2,2,6866.278409957886,5.852222442626953,adult,3,0.15,0.05,0.2
metacog,0.795,0.5543478260869565,0.5392999606719479,0.29298753307495307,0.5543478260869565,0.31369565217391304,0.5123123594125598,1.0,3,2,2,6452.371835708618,4.401206970214844,adult,4,0.15,0.05,0.2
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9973710865078222,1,1,1,280.2624702453613,0.74005126953125,iris,0,0.15,0.05,0.3
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9970757773947009,1,1,1,266.4937973022461,0.4105567932128906,iris,1,0.15,0.05,0.3
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9977269338811082,1,1,1,273.71811866760254,0.35381317138671875,iris,2,0.15,0.05,0.3
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,1.0,0.9961780853484691,1,1,1,273.9105224609375,0.3871917724609375,iris,3,0.15,0.05,0.3
metacog,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.5,,0.8413882683090157,0.9971051500737994,1,1,1,341.28403663635254,0.3612041473388672,iris,4,0.15,0.05,0.3
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.05448551404923955,0.8356166464548431,1,1,1,2097.456693649292,0.5540847778320312,wine,0,0.15,0.05,0.3
metacog,0.3888888888888889,0.3333333333333333,0.18666666666666668,0.0,0.5,,0.10808918016984967,0.9836413568501193,1,1,1,2102.511405944824,0.8471012115478516,wine,1,0.15,0.05,0.3
metacog,0.6111111111111112,0.6,0.5185185185185185,0.5167423893288018,0.7494949494949495,,0.3774030947679678,0.9761711209664234,5,3,3,4309.300661087036,0.5562305450439453,wine,2,0.15,0.05,0.3
