mode,accuracy,balanced_accuracy,f1_macro,mcc,roc_auc,pr_auc,avg_ns,avg_ts,nodes,leaves,depth,train_ms,infer_ms,dataset,fold
classic,0.7142857142857143,0.7261904761904763,0.7275641025641025,0.6257985404993681,0.8304945054945055,,0.0,0.0,83,42,19,805.9628009796143,2.580881118774414,glass,9
metacog,0.3809523809523809,0.1666666666666666,0.0919540229885057,0.0,0.5,,0.2994545929537002,0.978165067837785,1,1,1,2507.7452659606934,1.0142326354980469,glass,9
classic,0.5,0.4593253968253968,0.4647058823529411,0.3082162272016444,0.6642361111111111,,0.0,0.0,79,40,21,883.3518028259277,1.4317035675048828,glass,10
metacog,0.3636363636363636,0.1666666666666666,0.0888888888888888,0.0,0.5,,0.0844434552998582,0.9703727766168776,1,1,1,2528.315305709839,1.0449886322021484,glass,10
classic,0.5909090909090909,0.5982142857142857,0.5282051282051282,0.4658391000756032,0.7659722222222222,,0.0,0.0,71,36,17,650.4471302032471,2.463340759277344,glass,11
metacog,0.3636363636363636,0.1666666666666666,0.0888888888888888,0.0,0.5,,0.4144391704253102,0.9917940567922592,1,1,1,2432.180404663086,1.1479854583740234,glass,11
classic,0.6363636363636364,0.6587301587301587,0.6357142857142857,0.5173538935302363,0.7966269841269842,,0.0,0.0,81,41,19,812.830924987793,2.605199813842773,glass,12
metacog,0.3181818181818182,0.1666666666666666,0.0804597701149425,0.0,0.5,,0.2483767280019536,0.9949450706441624,1,1,1,2507.2178840637207,1.0809898376464844,glass,12
classic,0.7727272727272727,0.8214285714285715,0.775030525030525,0.7078383972965656,0.8978174603174603,,0.0,0.0,75,38,17,701.2853622436523,2.680540084838867,glass,13
metacog,0.3181818181818182,0.1666666666666666,0.0804597701149425,0.0,0.5,,0.2052673779644608,0.99480915932742,1,1,1,2480.750322341919,1.061201095581055,glass,13
classic,0.6190476190476191,0.6071428571428571,0.5706349206349206,0.4984732788787153,0.7658680431236823,,0.0,0.0,77,39,21,814.0339851379395,2.5849342346191406,glass,14
metacog,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.0,0.5,,0.5092317787147785,0.9793956311731148,1,1,1,2495.9611892700195,1.199483871459961,glass,14
classic,0.7142857142857143,0.7380952380952381,0.6768162393162394,0.6209368318709069,0.8212450769781597,,0.0,0.0,79,40,18,695.9679126739502,2.484560012817383,glass,15
metacog,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.0,0.5,,0.2731673155699088,0.9923903125998498,1,1,1,2525.8893966674805,1.0042190551757812,glass,15
classic,0.7619047619047619,0.75,0.718796992481203,0.7018887309289811,,,0.0,0.0,83,42,18,744.9610233306885,2.6292800903320312,glass,16
metacog,0.3809523809523809,0.2,0.1103448275862069,0.0,,,0.176425222976896,0.9977946971574644,1,1,1,2498.6565113067627,1.028299331665039,glass,16
classic,0.7142857142857143,0.6944444444444443,0.6952380952380951,0.6168972708307329,0.8114308971451828,,0.0,0.0,81,41,19,785.8672142028809,2.558469772338867,glass,17
metacog,0.3809523809523809,0.1666666666666666,0.0919540229885057,0.0,0.5,,0.342748435509186,0.9926490602397144,1,1,1,2505.637884140014,0.9016990661621094,glass,17
classic,0.5238095238095238,0.4563492063492063,0.446031746031746,0.3479777708021067,0.6767973428687714,,0.0,0.0,79,40,21,830.9736251831055,2.718210220336914,glass,18
metacog,0.4761904761904761,0.2777777777777777,0.2136752136752136,0.3085456561692747,0.6076566951566952,,0.3832252726495125,0.98904838919933,3,2,2,4886.55948638916,1.504659652709961,glass,18
classic,0.7619047619047619,0.6041666666666666,0.5896358543417367,0.6791303494296246,0.777220695970696,,0.0,0.0,75,38,20,827.8632164001465,2.7930736541748047,glass,19
metacog,0.3809523809523809,0.1666666666666666,0.0919540229885057,0.0,0.5,,0.243596105192625,0.995864896114161,1,1,1,2460.546493530273,1.0464191436767578,glass,19
classic,0.6818181818181818,0.6944444444444443,0.6851851851851851,0.570770405658427,0.8374999999999999,,0.0,0.0,85,43,21,805.1011562347412,2.254724502563477,glass,20
metacog,0.3636363636363636,0.1666666666666666,0.0888888888888888,0.0,0.5,,0.3080553054796035,0.9928222608836424,1,1,1,2493.165969848633,0.560760498046875,glass,20
classic,0.6363636363636364,0.7023809523809524,0.7111111111111111,0.5126070530489002,0.8333333333333334,,0.0,0.0,75,38,17,674.0829944610596,2.712249755859375,glass,21
metacog,0.3636363636363636,0.1666666666666666,0.0888888888888888,0.0,0.5,,0.2312965644193526,0.9918502585453804,1,1,1,2427.8643131256104,1.081705093383789,glass,21
classic,0.6818181818181818,0.7142857142857143,0.6426470588235293,0.6134742890495152,0.8394423558897243,,0.0,0.0,85,43,20,779.1783809661865,3.215789794921875,glass,22
metacog,0.3181818181818182,0.1666666666666666,0.0804597701149425,0.0,0.5,,0.2630768531389199,0.9912443980662508,1,1,1,2453.9482593536377,1.0864734649658203,glass,22
classic,0.6818181818181818,0.7142857142857143,0.615079365079365,0.5994572662146831,0.8408521303258145,,0.0,0.0,77,39,21,842.9238796234131,2.345800399780273,glass,23
metacog,0.3181818181818182,0.1666666666666666,0.0804597701149425,0.0,0.5,,0.4863109670362314,0.9895855557394508,1,1,1,2432.295560836792,1.1272430419921875,glass,23
classic,0.5714285714285714,0.5238095238095238,0.5017676767676768,0.4464852681981131,0.7131270636909735,,0.0,0.0,75,38,20,751.3360977172852,2.434015274047852,glass,24
metacog,0.3333333333333333,0.1666666666666666,0.0833333333333333,0.0,0.5,,0.2543471012957949,0.9927630739296976,1,1,1,2454.373598098755,1.0325908660888672,glass,24
classic,0.6190476190476191,0.6865079365079364,0.6414529914529914,0.4939024390243902,0.8134229422763256,,0.0,0.0,67,34,19,734.7509860992432,2.570152282714844,glass,25
metacog,0.3809523809523809,0.2222222222222222,0.1564102564102564,0.1836767895775757,0.5545391255917571,,0.2639443078629551,0.8274558925573577,3,2,2,5061.0339641571045,1.208782196044922,glass,25
classic,0.6190476190476191,0.5428571428571429,0.5495238095238095,0.4782090675770614,,,0.0,0.0,71,36,19,730.1867008209229,2.491474151611328,glass,26
metacog,0.3809523809523809,0.2,0.1103448275862069,0.0,,,0.2491003612231261,0.9966136149236056,1,1,1,2437.0486736297607,1.0290145874023438,glass,26
classic,0.7619047619047619,0.8551587301587302,0.8236299648064355,0.6730192644039309,0.9104940694226408,,0.0,0.0,79,40,19,749.6178150177002,2.6710033416748047,glass,27
metacog,0.3809523809523809,0.1666666666666666,0.0919540229885057,0.0,0.5,,0.2621768698485291,0.998849202165347,1,1,1,2508.22114944458,0.9856224060058594,glass,27
classic,0.6666666666666666,0.6676587301587302,0.6758169934640522,0.5322227379159158,0.7568572300715157,,0.0,0.0,73,37,21,835.6461524963379,2.682685852050781,glass,28
metacog,0.3809523809523809,0.1666666666666666,0.0919540229885057,0.0,0.5,,0.2074960179479592,0.9952555607022284,1,1,1,2534.132480621338,1.0211467742919922,glass,28
classic,0.8095238095238095,0.7678571428571429,0.7123015873015873,0.7365116478382641,0.8585361067503925,,0.0,0.0,79,40,18,721.9483852386475,2.304553985595703,glass,29
metacog,0.3809523809523809,0.1666666666666666,0.0919540229885057,0.0,0.5,,0.234507503295363,0.9902290644837256,1,1,1,2460.3121280670166,1.3759136199951172,glass,29
classic,0.7272727272727273,0.5119047619047619,0.5021645021645021,0.6501561383417402,0.7160009398496241,,0.0,0.0,69,35,17,692.8644180297852,2.486467361450196,glass,30
metacog,0.3636363636363636,0.1666666666666666,0.0888888888888888,0.0,0.5,,0.3767618806257607,0.9774954531870615,1,1,1,2536.163330078125,1.0428428649902344,glass,30
classic,0.7727272727272727,0.7053571428571429,0.7066993464052288,0.6897678216853433,0.8241071428571428,,0.0,0.0,75,38,18,717.3724174499512,2.23994255065918,glass,31
metacog,0.3636363636363636,0.1666666666666666,0.0888888888888888,0.0,0.5,,0.192493532967879,0.9956514473746872,1,1,1,2452.2149562835693,1.0843276977539062,glass,31
classic,0.7272727272727273,0.7380952380952381,0.7150496562261268,0.6585760053805718,0.8992846700083543,,0.0,0.0,79,40,21,914.6289825439452,2.535581588745117,glass,32
metacog,0.3181818181818182,0.1666666666666666,0.0804597701149425,0.0,0.5,,0.169951205493032,0.9942831881083556,1,1,1,2580.095767974853,1.2729167938232422,glass,32
classic,0.7272727272727273,0.7063492063492062,0.7033613445378152,0.6409442637336912,0.8076649958228906,,0.0,0.0,79,40,18,732.2254180908203,2.4766921997070312,glass,33
metacog,0.3181818181818182,0.1666666666666666,0.0804597701149425,0.0,0.5,,0.1333741497866183,0.9900019229802852,1,1,1,2560.149669647217,1.050710678100586,glass,33
