mode,accuracy,balanced_accuracy,f1_macro,mcc,roc_auc,pr_auc,avg_ns,avg_ts,nodes,leaves,depth,train_ms,infer_ms,dataset,fold
classic,0.795,0.7296725014116319,0.7210030281378653,0.4435065621744377,0.8040654997176736,0.5025249875473119,0.0,0.0,257,129,21,12545.793056488035,23.104190826416016,adult,17
metacog,0.805,0.5760869565217391,0.5758795062802458,0.3484590995891856,0.5760869565217391,0.3471739130434783,0.5132268778018805,1.0,3,2,2,166202.33750343323,11.24262809753418,adult,17
classic,0.805,0.7325128633013489,0.7308024158757549,0.4616674033972615,0.784313725490196,0.4923798535852848,0.0,0.0,227,114,21,13416.755437850952,30.267953872680664,adult,18
metacog,0.815,0.6063829787234043,0.6215027364329191,0.4139234069077445,0.6063829787234043,0.3977659574468085,0.5588057984828143,1.0,3,2,2,171154.67619895935,10.207414627075195,adult,18
classic,0.78,0.6129884577944653,0.6273712737127372,0.2897141400294976,0.763384786538729,0.4485106382978723,0.0,0.0,219,110,21,13266.30401611328,23.175477981567383,adult,19
metacog,0.805,0.5851063829787234,0.5889328063241106,0.3682910504917821,0.5851063829787234,0.3652127659574468,0.5370730419585145,0.9982246963989542,3,2,2,170255.7725906372,12.77470588684082,adult,19
classic,0.8,0.6033314511575382,0.6182477572055736,0.320577396557923,0.818464144551101,0.5042957202643903,0.0,0.0,245,123,21,13039.288759231567,23.177146911621094,adult,20
metacog,0.795,0.5543478260869565,0.5392999606719479,0.292987533074953,0.5543478260869565,0.313695652173913,0.5356570049083086,1.0,3,2,2,167103.21593284607,9.864091873168944,adult,20
classic,0.775,0.7166854884246189,0.7019768866518759,0.4084451592825365,0.7948193111236589,0.4790287972896668,0.0,0.0,249,125,21,14245.336055755615,24.90544319152832,adult,21
metacog,0.805,0.5760869565217391,0.5758795062802458,0.3484590995891856,0.5760869565217391,0.3471739130434783,0.5592017339668328,1.0,3,2,2,172805.84812164307,16.053199768066406,adult,21
classic,0.785,0.7765386787125919,0.7348216212882736,0.4931305785716126,0.8351919819311124,0.5384889762718582,0.0,0.0,247,124,21,13112.179279327393,21.367549896240234,adult,22
metacog,0.835,0.6413043478260869,0.6719518862766539,0.4824277903376065,0.6413043478260869,0.4476086956521739,0.5429441085231462,1.0,3,2,2,161922.53232002258,10.929346084594728,adult,22
classic,0.775,0.5870976849237719,0.5966115369100444,0.239133114713901,0.7614342179559571,0.4175328153813068,0.0,0.0,223,112,21,12514.44411277771,22.044658660888672,adult,23
metacog,0.8,0.5652173913043478,0.5579133510167993,0.3217778938936845,0.5652173913043478,0.3304347826086956,0.5694288420782971,1.0,3,2,2,162416.8152809143,9.958982467651367,adult,23
classic,0.815,0.7807735742518351,0.7580987872250009,0.5235040621594879,0.8070299265951439,0.5158250245178163,0.0,0.0,243,122,21,12770.094633102415,23.39816093444824,adult,24
metacog,0.8,0.5652173913043478,0.5579133510167993,0.3217778938936845,0.5652173913043478,0.3304347826086956,0.5401532840835576,1.0,3,2,2,162275.35438537598,9.934425354003906,adult,24
classic,0.835,0.8090062111801242,0.7842502696871629,0.5761439879673801,0.8369565217391304,0.5615594583972477,0.0,0.0,249,125,21,12621.610403060911,23.76103401184082,adult,25
metacog,0.81,0.5869565217391304,0.5932348533504603,0.3734872870971492,0.5869565217391304,0.3639130434782608,0.5220382160628734,1.0,3,2,2,163517.6203250885,10.075807571411133,adult,25
classic,0.775,0.739553924336533,0.7129278172945042,0.4379255096728415,0.7823969508752117,0.4398020828618404,0.0,0.0,237,119,21,13134.883642196655,25.3145694732666,adult,26
